,Biological Group,Class,Common Name,Relation to Imagenet,Notes,Annotator
3593,Plantae,Hesperis matronalis,,,,
3594,Plantae,Hesperoyucca whipplei,,,,
3595,Plantae,Heteromeles arbutifolia,,,,
3596,Plantae,Heterotheca grandiflora,,,,
3597,Plantae,Heterotheca subaxillaris,,,,
3598,Plantae,Heuchera micrantha,,,,
3599,Plantae,Hexastylis arifolia,,,,
3600,Plantae,Hibiscus laevis,,,,
3601,Plantae,Hibiscus moscheutos,,,,
3602,Plantae,Hibiscus rosa-sinensis,,,,
3603,Plantae,Hibiscus syriacus,,,,
3604,Plantae,Hibiscus trionum,,,,
3605,Plantae,Hieracium albiflorum,,,,
3606,Plantae,Hieracium aurantiacum,,,,
3607,Plantae,Hieracium caespitosum,,,,
3608,Plantae,Hieracium venosum,,,,
3609,Plantae,Hirschfeldia incana,,,,
3610,Plantae,Histiopteris incisa,,,,
3611,Plantae,Hoheria populnea,,,,
3612,Plantae,Holcus lanatus,,,,
3613,Plantae,Holodiscus discolor,,,,
3614,Plantae,Homalosorus pycnocarpos,,,,
3615,Plantae,Hordeum jubatum,,,,
3616,Plantae,Hordeum murinum,,,,
3617,Plantae,Hosackia gracilis,,,,
3618,Plantae,Houstonia caerulea,,,,
3619,Plantae,Houstonia pusilla,,,,
3620,Plantae,Humulus lupulus,,,,
3621,Plantae,Huperzia lucidula,,,,
3622,Plantae,Hyacinthoides non-scripta,,,,
3623,Plantae,Hydrangea arborescens,,,,
3624,Plantae,Hydrastis canadensis,,,,
3625,Plantae,Hydrocotyle bonariensis,,,,
3626,Plantae,Hydrocotyle ranunculoides,,,,
3627,Plantae,Hydrophyllum capitatum,,,,
3628,Plantae,Hydrophyllum tenuipes,,,,
3629,Plantae,Hydrophyllum virginianum,,,,
3630,Plantae,Hylocomium splendens,,,,
3631,Plantae,Hymenopappus scabiosaeus,,,,
3632,Plantae,Hymenophyllum demissum,,,,
3633,Plantae,Hymenophyllum dilatatum,,,,
3634,Plantae,Hymenophyllum nephrophyllum,,,,
3635,Plantae,Hypericum androsaemum,,,,
3636,Plantae,Hypericum hypericoides,,,,
3637,Plantae,Hypericum perforatum,,,,
3638,Plantae,Hypochaeris radicata,,,,
3639,Plantae,Hypoxis hirsuta,,,,
3640,Plantae,Hyptis emoryi,,,,
3641,Plantae,Ibervillea lindheimeri,,,,
3642,Plantae,Ileostylus micranthus,,,,
3643,Plantae,Ilex aquifolium,,,,
3644,Plantae,Ilex decidua,,,,
3645,Plantae,Ilex opaca,,,,
3646,Plantae,Ilex verticillata,,,,
3647,Plantae,Ilex vomitoria,,,,
3648,Plantae,Impatiens capensis,,,,
3649,Plantae,Impatiens glandulifera,,,,
3650,Plantae,Impatiens noli-tangere,,,,
3651,Plantae,Impatiens pallida,,,,
3652,Plantae,Impatiens parviflora,,,,
3653,Plantae,Indigofera miniata,,,,
3654,Plantae,Inula helenium,,,,
3655,Plantae,Ipomoea cordatotriloba,,,,
3656,Plantae,Ipomoea hederacea,,,,
3657,Plantae,Ipomoea imperati,,,,
3658,Plantae,Ipomoea indica,,,,
3659,Plantae,Ipomoea lacunosa,,,,
3660,Plantae,Ipomoea pandurata,,,,
3661,Plantae,Ipomoea pes-caprae,,,,
3662,Plantae,Ipomoea purpurea,,,,
3663,Plantae,Ipomopsis aggregata,,,,
3664,Plantae,Ipomopsis rubra,,,,
3665,Plantae,Iris cristata,,,,
3666,Plantae,Iris douglasiana,,,,
3667,Plantae,Iris foetidissima,,,,
3668,Plantae,Iris missouriensis,,,,
3669,Plantae,Iris pseudacorus,,,,
3670,Plantae,Iris versicolor,,,,
3671,Plantae,Isocoma menziesii,,,,
3672,Plantae,Iva annua,,,,
3673,Plantae,Jacaranda mimosifolia,,,,
3674,Plantae,Jacobaea vulgaris,,,,
3675,Plantae,Jatropha dioica,,,,
3676,Plantae,Jaumea carnosa,,,,
3677,Plantae,Jeffersonia diphylla,,,,
3678,Plantae,Juglans californica,,,,
3679,Plantae,Juglans cinerea,,,,
3680,Plantae,Juglans hindsii,,,,
3681,Plantae,Juglans nigra,,,,
3682,Plantae,Juglans regia,,,,
3683,Plantae,Juncus effusus,,,,
3684,Plantae,Juniperus ashei,,,,
3685,Plantae,Juniperus californica,,,,
3686,Plantae,Juniperus communis,,,,
3687,Plantae,Juniperus deppeana,,,,
3688,Plantae,Juniperus grandis,,,,
3689,Plantae,Juniperus osteosperma,,,,
3690,Plantae,Juniperus virginiana,,,,
3691,Plantae,Justicia americana,,,,
3692,Plantae,Justicia californica,,,,
3693,Plantae,Kalmia angustifolia,,,,
3694,Plantae,Kalmia latifolia,,,,
3695,Plantae,Kalmia polifolia,,,,
3696,Plantae,Keckiella cordifolia,,,,
3697,Plantae,Kindbergia oregana,,,,
3698,Plantae,Knightia excelsa,,,,
3699,Plantae,Kniphofia uvaria,,,,
3700,Plantae,Krameria lanceolata,,,,
3701,Plantae,Lactuca serriola,,,,
3702,Plantae,Lagerstroemia indica,,,,
3703,Plantae,Lagurus ovatus,,,,
3704,Plantae,Lamium album,,,,
3705,Plantae,Lamium amplexicaule,,,,
3706,Plantae,Lamium galeobdolon,,,,
3707,Plantae,Lamium maculatum,,,,
3708,Plantae,Lamium purpureum,,,,
3709,Plantae,Lantana camara,,,,
3710,Plantae,Laportea canadensis,,,,
3711,Plantae,Lapsana communis,,,,
3712,Plantae,Larix decidua,,,,
3713,Plantae,Larix laricina,,,,
3714,Plantae,Larrea tridentata,,,,
3715,Plantae,Lasthenia californica,,,,
3716,Plantae,Lathyrus japonicus,,,,
3717,Plantae,Lathyrus latifolius,,,,
3718,Plantae,Lathyrus vestitus,,,,
3719,Plantae,Laurelia novae-zelandiae,,,,
3720,Plantae,Lavandula stoechas,,,,
3721,Plantae,Layia platyglossa,,,,
3722,Plantae,Lemna minor,,,,
3723,Plantae,Leonotis nepetifolia,,,,
3724,Plantae,Leonurus cardiaca,,,,
3725,Plantae,Lepechinia calycina,,,,
3726,Plantae,Lepidium latifolium,,,,
3727,Plantae,Lepidium virginicum,,,,
3728,Plantae,Lepidospartum squamatum,,,,
3729,Plantae,Leptecophylla juniperina,,,,
3730,Plantae,Leptecophylla tameiameiae,,,,
3731,Plantae,Leptopteris hymenophylloides,,,,
3732,Plantae,Leptopteris superba,,,,
3733,Plantae,Leptosiphon ciliatus,,,,
3734,Plantae,Leptospermum scoparium,,,,
3735,Plantae,Leptosyne gigantea,,,,
3736,Plantae,Lespedeza capitata,,,,
3737,Plantae,Lespedeza cuneata,,,,
3738,Plantae,Leucaena leucocephala,,,,
3739,Plantae,Leucanthemum vulgare,,,,
3740,Plantae,Leucobryum glaucum,,,,
3741,Plantae,Leucophyllum frutescens,,,,
3742,Plantae,Leucopogon fasciculatus,,,,
3743,Plantae,Leucopogon fraseri,,,,
3744,Plantae,Lewisia rediviva,,,,
3745,Plantae,Leycesteria formosa,,,,
3746,Plantae,Liatris aspera,,,,
3747,Plantae,Liatris mucronata,,,,
3748,Plantae,Liatris pycnostachya,,,,
3749,Plantae,Liatris spicata,,,,
3750,Plantae,Ligustrum lucidum,,,,
3751,Plantae,Ligustrum sinense,,,,
3752,Plantae,Ligustrum vulgare,,,,
3753,Plantae,Lilium canadense,,,,
3754,Plantae,Lilium columbianum,,,,
3755,Plantae,Lilium humboldtii,,,,
3756,Plantae,Lilium martagon,,,,
3757,Plantae,Lilium michiganense,,,,
3758,Plantae,Lilium pardalinum,,,,
3759,Plantae,Lilium parvum,,,,
3760,Plantae,Lilium philadelphicum,,,,
3761,Plantae,Lilium superbum,,,,
3762,Plantae,Linanthus californicus,,,,
3763,Plantae,Linaria purpurea,,,,
3764,Plantae,Linaria vulgaris,,,,
3765,Plantae,Lindera benzoin,,,,
3766,Plantae,Lindheimera texana,,,,
3767,Plantae,Linnaea borealis,,,,
3768,Plantae,Linum bienne,,,,
3769,Plantae,Linum lewisii,,,,
3770,Plantae,Linum rigidum,,,,
3771,Plantae,Liquidambar styraciflua,,,,
3772,Plantae,Liriodendron tulipifera,,,,
3773,Plantae,Lithophragma affine,,,,
3774,Plantae,Lithophragma heterophyllum,,,,
3775,Plantae,Lithospermum canescens,,,,
3776,Plantae,Lithospermum incisum,,,,
3777,Plantae,Lobelia angulata,,,,
3778,Plantae,Lobelia cardinalis,,,,
3779,Plantae,Lobelia inflata,,,,
3780,Plantae,Lobelia kalmii,,,,
3781,Plantae,Lobelia siphilitica,,,,
3782,Plantae,Lobelia spicata,,,,
3783,Plantae,Lobularia maritima,,,,
3784,Plantae,Loeselia mexicana,,,,
3785,Plantae,Lolium perenne,,,,
3786,Plantae,Lomatium dasycarpum,,,,
3787,Plantae,Lomatium utriculatum,,,,
3788,Plantae,Lonicera canadensis,,,,
3789,Plantae,Lonicera ciliosa,,,,
3790,Plantae,Lonicera dioica,,,,
3791,Plantae,Lonicera hispidula,,,,
3792,Plantae,Lonicera involucrata,,,,
3793,Plantae,Lonicera japonica,,,,
3794,Plantae,Lonicera maackii,,,,
3795,Plantae,Lonicera morrowii,,,,
3796,Plantae,Lonicera sempervirens,,,,
3797,Plantae,Lonicera tatarica,,,,
3798,Plantae,Lophophora williamsii,,,,
3799,Plantae,Lotus corniculatus,,,,
3800,Plantae,Lotus corniculatus corniculatus,,,,
3801,Plantae,Ludwigia alternifolia,,,,
3802,Plantae,Ludwigia octovalvis,,,,
3803,Plantae,Ludwigia peploides,,,,
3804,Plantae,Luetkea pectinata,,,,
3805,Plantae,Lunaria annua,,,,
3806,Plantae,Lunularia cruciata,,,,
3807,Plantae,Lupinus albifrons,,,,
3808,Plantae,Lupinus arboreus,,,,
3809,Plantae,Lupinus bicolor,,,,
3810,Plantae,Lupinus hirsutissimus,,,,
3811,Plantae,Lupinus nanus,,,,
3812,Plantae,Lupinus perennis,,,,
3813,Plantae,Lupinus polyphyllus,,,,
3814,Plantae,Lupinus stiversii,,,,
3815,Plantae,Lupinus succulentus,,,,
3816,Plantae,Lupinus texensis,,,,
3817,Plantae,Lychnis flos-cuculi,,,,
3818,Plantae,Lycium ferocissimum,,,,
3819,Plantae,Lycopodiella cernua,,,,
3820,Plantae,Lycopodium clavatum,,,,
3821,Plantae,Lycopodium volubile,,,,
3822,Plantae,Lycopus americanus,,,,
3823,Plantae,Lycoris radiata,,,,
3824,Plantae,Lygodesmia texana,,,,
3825,Plantae,Lygodium japonicum,,,,
3826,Plantae,Lysichiton americanus,,,,
3827,Plantae,Lysimachia ciliata,,,,
3828,Plantae,Lysimachia nummularia,,,,
3829,Plantae,Lysimachia quadrifolia,,,,
3830,Plantae,Lysimachia terrestris,,,,
3831,Plantae,Lysimachia thyrsiflora,,,,
3832,Plantae,Lythrum alatum,,,,
3833,Plantae,Lythrum salicaria,,,,
3834,Plantae,Maclura pomifera,,,,
3835,Plantae,Madia elegans,,,,
3836,Plantae,Madia sativa,,,,
3837,Plantae,Magnolia grandiflora,,,,
3838,Plantae,Maianthemum canadense,,,,
3839,Plantae,Maianthemum dilatatum,,,,
3840,Plantae,Maianthemum racemosum,,,,
3841,Plantae,Maianthemum stellatum,,,,
3842,Plantae,Malacothamnus fasciculatus,,,,
3843,Plantae,Malacothrix glabrata,,,,
3844,Plantae,Malacothrix saxatilis,,,,
3845,Plantae,Malosma laurina,,,,
3846,Plantae,Malus domestica,,,,
3847,Plantae,Malva arborea,,,,
3848,Plantae,Malva moschata,,,,
3849,Plantae,Malva neglecta,,,,
3850,Plantae,Malva parviflora,,,,
3851,Plantae,Malva sylvestris,,,,
3852,Plantae,Malvaviscus arboreus,,,,
3853,Plantae,Mammillaria dioica,,,,
3854,Plantae,Mammillaria heyderi,,,,
3855,Plantae,Mangifera indica,,,,
3856,Plantae,Marah fabacea,,,,
3857,Plantae,Marah macrocarpa,,,,
3858,Plantae,Marah oregana,,,,
3859,Plantae,Marchantia polymorpha,,,,
3860,Plantae,Marrubium vulgare,,,,
3861,Plantae,Marshallia caespitosa,,,,
3862,Plantae,Matelea biflora,,,,
3863,Plantae,Matelea reticulata,,,,
3864,Plantae,Matricaria discoidea,,,,
3865,Plantae,Matteuccia struthiopteris,,,,
3866,Plantae,Maurandya antirrhiniflora,,,,
3867,Plantae,Mazus pumilus,,,,
3868,Plantae,Medeola virginiana,,,,
3869,Plantae,Medicago arabica,,,,
3870,Plantae,Medicago lupulina,,,,
3871,Plantae,Medicago polymorpha,,,,
3872,Plantae,Medicago sativa,,,,
3873,Plantae,Melampodium leucanthum,,,,
3874,Plantae,Melampyrum lineare,,,,
3875,Plantae,Melia azedarach,,,,
3876,Plantae,Melicytus alpinus,,,,
3877,Plantae,Melicytus ramiflorus,,,,
3878,Plantae,Melilotus albus,,,,
3879,Plantae,Melilotus indicus,,,,
3880,Plantae,Melilotus officinalis,,,,
3881,Plantae,Melinis repens,,,,
3882,Plantae,Melissa officinalis,,,,
3883,Plantae,Melothria pendula,,,,
3884,Plantae,Menispermum canadense,,,,
3885,Plantae,Mentha arvensis,,,,
3886,Plantae,Mentha pulegium,,,,
3887,Plantae,Mentzelia laevicaulis,,,,
3888,Plantae,Menyanthes trifoliata,,,,
3889,Plantae,Merremia dissecta,,,,
3890,Plantae,Mertensia ciliata,,,,
3891,Plantae,Mertensia paniculata,,,,
3892,Plantae,Mertensia virginica,,,,
3893,Plantae,Mesembryanthemum crystallinum,,,,
3894,Plantae,Metrosideros diffusa,,,,
3895,Plantae,Metrosideros excelsa,,,,
3896,Plantae,Metrosideros fulgens,,,,
3897,Plantae,Metrosideros perforata,,,,
3898,Plantae,Metrosideros polymorpha,,,,
3899,Plantae,Metrosideros umbellata,,,,
3900,Plantae,Micranthes californica,,,,
3901,Plantae,Micranthes virginiensis,,,,
3902,Plantae,Microsorum pustulatum,,,,
3903,Plantae,Microsorum pustulatum pustulatum,,,,
3904,Plantae,Microsorum scandens,,,,
3905,Plantae,Microstegium vimineum,,,,
3906,Plantae,Microsteris gracilis,,,,
3907,Plantae,Microtis unifolia,,,,
3908,Plantae,Mikania scandens,,,,
3909,Plantae,Milla biflora,,,,
3910,Plantae,Mimosa nuttallii,,,,
3911,Plantae,Mimosa pudica,,,,
3912,Plantae,Mimosa quadrivalvis platycarpa,,,,
3913,Plantae,Mimulus aurantiacus,,,,
3914,Plantae,Mimulus bigelovii,,,,
3915,Plantae,Mimulus cardinalis,,,,
3916,Plantae,Mimulus guttatus,,,,
3917,Plantae,Mimulus lewisii,,,,
3918,Plantae,Mimulus primuloides,,,,
3919,Plantae,Mimulus ringens,,,,
3920,Plantae,Mirabilis jalapa,,,,
3921,Plantae,Mirabilis laevis,,,,
3922,Plantae,Mitchella repens,,,,
3923,Plantae,Mitella diphylla,,,,
3924,Plantae,Modiola caroliniana,,,,
3925,Plantae,Mollugo verticillata,,,,
3926,Plantae,Momordica charantia,,,,
3927,Plantae,Monarda citriodora,,,,
3928,Plantae,Monarda didyma,,,,
3929,Plantae,Monarda fistulosa,,,,
3930,Plantae,Monarda punctata,,,,
3931,Plantae,Monardella odoratissima,,,,
3932,Plantae,Monardella villosa,,,,
3933,Plantae,Moneses uniflora,,,,
3934,Plantae,Monotropa hypopitys,,,,
3935,Plantae,Monotropa uniflora,,,,
3936,Plantae,Monstera deliciosa,,,,
3937,Plantae,Morella californica,,,,
3938,Plantae,Morella cerifera,,,,
3939,Plantae,Morella pensylvanica,,,,
3940,Plantae,Morinda citrifolia,,,,
3941,Plantae,Morus alba,,,,
3942,Plantae,Morus rubra,,,,
3943,Plantae,Muehlenbeckia australis,,,,
3944,Plantae,Muehlenbeckia axillaris,,,,
3945,Plantae,Muehlenbeckia complexa,,,,
3946,Plantae,Muscari neglectum,,,,
3947,Plantae,Mycelis muralis,,,,
3948,Plantae,Myoporum laetum,,,,
3949,Plantae,Myosotis latifolia,,,,
3950,Plantae,Myosotis scorpioides,,,,
3951,Plantae,Myosotis sylvatica,,,,
3952,Plantae,Myriophyllum aquaticum,,,,
3953,Plantae,Myrsine australis,,,,
3954,Plantae,Myrsine divaricata,,,,
3955,Plantae,Myrtillocactus geometrizans,,,,
3956,Plantae,Nama demissa,,,,
3957,Plantae,Nandina domestica,,,,
3958,Plantae,Narcissus pseudonarcissus,,,,
3959,Plantae,Nassella pulchra,,,,
3960,Plantae,Nasturtium officinale,,,,
3961,Plantae,Navarretia squarrosa,,,,
3962,Plantae,Nelumbo lutea,,,,
3963,Plantae,Nemastylis geminiflora,,,,
3964,Plantae,Nemophila heterophylla,,,,
3965,Plantae,Nemophila menziesii,,,,
3966,Plantae,Nemophila phacelioides,,,,
3967,Plantae,Neomyrtus pedunculata,,,,
3968,Plantae,Neotinea ustulata,,,,
3969,Plantae,Nepeta cataria,,,,
3970,Plantae,Neptunia lutea,,,,
3971,Plantae,Nerium oleander,,,,
3972,Plantae,Nicotiana glauca,,,,
3973,Plantae,Nicotiana obtusifolia,,,,
3974,Plantae,Notholithocarpus densiflorus,,,,
3975,Plantae,Nothoscordum bivalve,,,,
3976,Plantae,Nuphar advena,,,,
3977,Plantae,Nuphar lutea,,,,
3978,Plantae,Nuphar polysepala,,,,
3979,Plantae,Nuphar variegata,,,,
3980,Plantae,Nuttallanthus canadensis,,,,
3981,Plantae,Nuttallanthus texanus,,,,
3982,Plantae,Nymphaea alba,,,,
3983,Plantae,Nymphaea odorata,,,,
3984,Plantae,Nyssa sylvatica,,,,
3985,Plantae,Obolaria virginica,,,,
3986,Plantae,Oclemena acuminata,,,,
3987,Plantae,Oemleria cerasiformis,,,,
3988,Plantae,Oenothera biennis,,,,
3989,Plantae,Oenothera elata,,,,
3990,Plantae,Oenothera laciniata,,,,
3991,Plantae,Oenothera macrocarpa,,,,
3992,Plantae,Oenothera rosea,,,,
3993,Plantae,Oenothera speciosa,,,,
3994,Plantae,Oenothera suffrutescens,,,,
3995,Plantae,Oenothera triloba,,,,
3996,Plantae,Olea europaea,,,,
3997,Plantae,Olearia paniculata,,,,
3998,Plantae,Onoclea sensibilis,,,,
3999,Plantae,Oplopanax horridus,,,,
4000,Plantae,Opuntia basilaris,,,,
4001,Plantae,Opuntia engelmannii,,,,
4002,Plantae,Opuntia engelmannii lindheimeri,,,,
4003,Plantae,Opuntia ficus-indica,,,,
4004,Plantae,Opuntia humifusa,,,,
4005,Plantae,Opuntia littoralis,,,,
4006,Plantae,Opuntia microdasys,,,,
4007,Plantae,Opuntia phaeacantha,,,,
4008,Plantae,Opuntia polyacantha,,,,
4009,Plantae,Orchis mascula,,,,
4010,Plantae,Orchis purpurea,,,,
4011,Plantae,Ornithogalum umbellatum,,,,
4012,Plantae,Orobanche fasciculata,,,,
4013,Plantae,Orobanche uniflora,,,,
4014,Plantae,Orthilia secunda,,,,
4015,Plantae,Osmorhiza berteroi,,,,
4016,Plantae,Osmorhiza longistylis,,,,
4017,Plantae,Osmunda claytoniana,,,,
4018,Plantae,Osmunda regalis,,,,
4019,Plantae,Osmunda regalis spectabilis,,,,
4020,Plantae,Osmundastrum cinnamomeum,,,,
4021,Plantae,Ostrya virginiana,,,,
4022,Plantae,Othocallis siberica,,,,
4023,Plantae,Oxalis acetosella,,,,
4024,Plantae,Oxalis articulata,,,,
4025,Plantae,Oxalis corniculata,,,,
4026,Plantae,Oxalis montana,,,,
4027,Plantae,Oxalis oregana,,,,
4028,Plantae,Oxalis pes-caprae,,,,
4029,Plantae,Oxalis stricta,,,,
4030,Plantae,Oxalis violacea,,,,
4031,Plantae,Oxydendrum arboreum,,,,
4032,Plantae,Oxyria digyna,,,,
4033,Plantae,Ozothamnus leptophyllus,,,,
4034,Plantae,Pachycereus pringlei,,,,
4035,Plantae,Pachysandra terminalis,,,,
4036,Plantae,Packera aurea,,,,
4037,Plantae,Packera glabella,,,,
4038,Plantae,Packera obovata,,,,
4039,Plantae,Paeonia brownii,,,,
4040,Plantae,Paeonia californica,,,,
4041,Plantae,Paesia scaberula,,,,
4042,Plantae,Palafoxia callosa,,,,
4043,Plantae,Panax trifolius,,,,
4044,Plantae,Pancratium maritimum,,,,
4045,Plantae,Panicum virgatum,,,,
4046,Plantae,Papaver heterophyllum,,,,
4047,Plantae,Papaver rhoeas,,,,
4048,Plantae,Paraserianthes lophantha,,,,
4049,Plantae,Parathelypteris noveboracensis,,,,
4050,Plantae,Parentucellia viscosa,,,,
4051,Plantae,Parietaria judaica,,,,
4052,Plantae,Paris quadrifolia,,,,
4053,Plantae,Parkinsonia aculeata,,,,
4054,Plantae,Parkinsonia florida,,,,
4055,Plantae,Parnassia palustris,,,,
4056,Plantae,Parsonsia heterophylla,,,,
4057,Plantae,Parthenium hysterophorus,,,,
4058,Plantae,Parthenium integrifolium,,,,
4059,Plantae,Parthenocissus quinquefolia,,,,
4060,Plantae,Paspalum dilatatum,,,,
4061,Plantae,Passiflora caerulea,,,,
4062,Plantae,Passiflora foetida,,,,
4063,Plantae,Passiflora incarnata,,,,
4064,Plantae,Passiflora lutea,,,,
4065,Plantae,Passiflora tetrandra,,,,
4066,Plantae,Pastinaca sativa,,,,
4067,Plantae,Paulownia tomentosa,,,,
4068,Plantae,Pedicularis attollens,,,,
4069,Plantae,Pedicularis canadensis,,,,
4070,Plantae,Pedicularis densiflora,,,,
4071,Plantae,Pedicularis groenlandica,,,,
4072,Plantae,Pedicularis semibarbata,,,,
4073,Plantae,Pelargoniumhortorum,,,,
4074,Plantae,Pellaea andromedifolia,,,,
4075,Plantae,Pellaea atropurpurea,,,,
4076,Plantae,Pellaea mucronata,,,,
4077,Plantae,Peltandra virginica,,,,
4078,Plantae,Pennantia corymbosa,,,,
4079,Plantae,Pennisetum setaceum,,,,
4080,Plantae,Penstemon barbatus,,,,
4081,Plantae,Penstemon centranthifolius,,,,
4082,Plantae,Penstemon cobaea,,,,
4083,Plantae,Penstemon digitalis,,,,
4084,Plantae,Penstemon newberryi,,,,
4085,Plantae,Penstemon rydbergii,,,,
4086,Plantae,Pentagramma triangularis,,,,
4087,Plantae,Penthorum sedoides,,,,
4088,Plantae,Perilla frutescens,,,,
4089,Plantae,Peritoma arborea,,,,
4090,Plantae,Persea americana,,,,
4091,Plantae,Persicaria amphibia,,,,
4092,Plantae,Persicaria capitata,,,,
4093,Plantae,Persicaria lapathifolia,,,,
4094,Plantae,Persicaria maculosa,,,,
4095,Plantae,Persicaria pensylvanica,,,,
4096,Plantae,Persicaria perfoliata,,,,
4097,Plantae,Persicaria sagittata,,,,
4098,Plantae,Persicaria virginiana,,,,
4099,Plantae,Petasites frigidus palmatus,,,,
4100,Plantae,Petrorhagia dubia,,,,
4101,Plantae,Phacelia californica,,,,
4102,Plantae,Phacelia cicutaria,,,,
4103,Plantae,Phacelia congesta,,,,
4104,Plantae,Phacelia crenulata,,,,
4105,Plantae,Phacelia distans,,,,
4106,Plantae,Phacelia minor,,,,
4107,Plantae,Phalaris aquatica,,,,
4108,Plantae,Phalaris arundinacea,,,,
4109,Plantae,Phegopteris connectilis,,,,
4110,Plantae,Phegopteris hexagonoptera,,,,
4111,Plantae,Philadelphus lewisii,,,,
4112,Plantae,Phlegmariurus varius,,,,
4113,Plantae,Phleum pratense,,,,
4114,Plantae,Phlox diffusa,,,,
4115,Plantae,Phlox divaricata,,,,
4116,Plantae,Phlox divaricata laphamii,,,,
4117,Plantae,Phlox pilosa,,,,
4118,Plantae,Phoenix canariensis,,,,
4119,Plantae,Pholistoma auritum,,,,
4120,Plantae,Phoradendron californicum,,,,
4121,Plantae,Phoradendron leucarpum,,,,
4122,Plantae,Phoradendron tomentosum,,,,
4123,Plantae,Phormium cookianum,,,,
4124,Plantae,Phormium tenax,,,,
4125,Plantae,Phragmites australis,,,,
4126,Plantae,Phryma leptostachya,,,,
4127,Plantae,Phyla lanceolata,,,,
4128,Plantae,Phyla nodiflora,,,,
4129,Plantae,Phyllocladus alpinus,,,,
4130,Plantae,Phyllodoce breweri,,,,
4131,Plantae,Phyllodoce empetriformis,,,,
4132,Plantae,Physocarpus capitatus,,,,
4133,Plantae,Physocarpus opulifolius,,,,
4134,Plantae,Physostegia virginiana,,,,
4135,Plantae,Phytolacca americana,,,,
4136,Plantae,Picea abies,,,,
4137,Plantae,Picea glauca,,,,
4138,Plantae,Picea mariana,,,,
4139,Plantae,Picea pungens,,,,
4140,Plantae,Picea rubens,,,,
4141,Plantae,Picea sitchensis,,,,
4142,Plantae,Pickeringia montana,,,,
4143,Plantae,Pilea pumila,,,,
4144,Plantae,Pilosella officinarum,,,,
4145,Plantae,Pinguicula vulgaris,,,,
4146,Plantae,Pinus banksiana,,,,
4147,Plantae,Pinus contorta,,,,
4148,Plantae,Pinus contorta contorta,,,,
4149,Plantae,Pinus contorta murrayana,,,,
4150,Plantae,Pinus coulteri,,,,
4151,Plantae,Pinus echinata,,,,
4152,Plantae,Pinus jeffreyi,,,,
4153,Plantae,Pinus lambertiana,,,,
4154,Plantae,Pinus monophylla,,,,
4155,Plantae,Pinus monticola,,,,
4156,Plantae,Pinus mugo,,,,
4157,Plantae,Pinus palustris,,,,
4158,Plantae,Pinus ponderosa,,,,
4159,Plantae,Pinus radiata,,,,
4160,Plantae,Pinus resinosa,,,,
4161,Plantae,Pinus rigida,,,,
4162,Plantae,Pinus sabiniana,,,,
4163,Plantae,Pinus strobus,,,,
4164,Plantae,Pinus sylvestris,,,,
4165,Plantae,Pinus taeda,,,,
4166,Plantae,Piper excelsum,,,,
4167,Plantae,Piper excelsum excelsum,,,,
4168,Plantae,Pistacia lentiscus,,,,
4169,Plantae,Pistia stratiotes,,,,
4170,Plantae,Pittocaulon praecox,,,,
4171,Plantae,Pittosporum crassifolium,,,,
4172,Plantae,Pittosporum eugenioides,,,,
4173,Plantae,Pittosporum tenuifolium,,,,
4174,Plantae,Plantago coronopus,,,,
4175,Plantae,Plantago erecta,,,,
4176,Plantae,Plantago lanceolata,,,,
4177,Plantae,Plantago major,,,,
4178,Plantae,Plantago maritima,,,,
4179,Plantae,Plantago media,,,,
4180,Plantae,Platanthera ciliaris,,,,
4181,Plantae,Platanthera dilatata,,,,
4182,Plantae,Platanthera dilatata leucostachys,,,,
4183,Plantae,Platanthera psycodes,,,,
4184,Plantae,Platanus occidentalis,,,,
4185,Plantae,Platanus racemosa,,,,
4186,Plantae,Platystemon californicus,,,,
4187,Plantae,Pleopeltis polypodioides,,,,
4188,Plantae,Pluchea odorata,,,,
4189,Plantae,Plumeria rubra,,,,
4190,Plantae,Pneumatopteris pennigera,,,,
4191,Plantae,Poa annua,,,,
4192,Plantae,Podocarpus nivalis,,,,
4193,Plantae,Podocarpus totara,,,,
4194,Plantae,Podophyllum peltatum,,,,
4195,Plantae,Pogonia ophioglossoides,,,,
4196,Plantae,Polanisia dodecandra,,,,
4197,Plantae,Polemonium californicum,,,,
4198,Plantae,Polemonium occidentale,,,,
4199,Plantae,Polemonium reptans,,,,
4200,Plantae,Polygala alba,,,,
4201,Plantae,Polygala californica,,,,
4202,Plantae,Polygala paucifolia,,,,
4203,Plantae,Polygala sanguinea,,,,
4204,Plantae,Polygonatum biflorum,,,,
4205,Plantae,Polygonum aviculare,,,,
4206,Plantae,Polygonum paronychia,,,,
4207,Plantae,Polypodium californicum,,,,
4208,Plantae,Polypodium glycyrrhiza,,,,
4209,Plantae,Polypodium scouleri,,,,
4210,Plantae,Polypodium virginianum,,,,
4211,Plantae,Polypodium vulgare,,,,
4212,Plantae,Polypogon monspeliensis,,,,
4213,Plantae,Polystichum acrostichoides,,,,
4214,Plantae,Polystichum munitum,,,,
4215,Plantae,Polystichum oculatum,,,,
4216,Plantae,Polystichum vestitum,,,,
4217,Plantae,Polytaenia texana,,,,
4218,Plantae,Polytrichum juniperinum,,,,
4219,Plantae,Pontederia cordata,,,,
4220,Plantae,Populus alba,,,,
4221,Plantae,Populus balsamifera,,,,
4222,Plantae,Populus deltoides,,,,
4223,Plantae,Populus fremontii,,,,
